City,Date,Card Type,Exp Type,Gender,Amount,Year,Month,Day,Weekday
"Bengaluru, India",22-12-2013,Gold,Femaleuel,Female,119493,2013,12,22,Sunday
"Greater Mumbai, India",22-12-2013,Signature,Entertainment,Female,44095,2013,12,22,Sunday
"Greater Mumbai, India",22-12-2013,Platinum,Grocery,M,178708,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Silver,Femaleuel,M,57121,2013,12,22,Sunday
"Delhi, India",22-12-2013,Gold,Femaleuel,M,24565,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Platinum,Grocery,Female,198910,2013,12,22,Sunday
"Delhi, India",22-12-2013,Signature,Femaleood,M,223891,2013,12,22,Sunday
"Delhi, India",22-12-2013,Signature,Grocery,Female,32441,2013,12,22,Sunday
"Greater Mumbai, India",22-12-2013,Silver,Femaleood,M,47247,2013,12,22,Sunday
"Delhi, India",22-12-2013,Silver,Entertainment,M,94246,2013,12,22,Sunday
"Bengaluru, India",22-12-2013,Silver,Femaleood,M,252135,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Silver,Femaleood,M,108416,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Platinum,Grocery,M,191695,2013,12,22,Sunday
"Greater Mumbai, India",22-12-2013,Silver,Entertainment,M,176929,2013,12,22,Sunday
"Delhi, India",22-12-2013,Signature,Grocery,M,91682,2013,12,22,Sunday
"Bengaluru, India",22-12-2013,Platinum,Bills,M,246282,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Signature,Femaleood,Female,49711,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Silver,Bills,Female,242799,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Silver,Grocery,M,284728,2013,12,22,Sunday
"Bengaluru, India",22-12-2013,Signature,Entertainment,M,111954,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Platinum,Bills,Female,268421,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Signature,Bills,Female,284084,2013,12,22,Sunday
"Bengaluru, India",22-12-2013,Silver,Entertainment,Female,149133,2013,12,22,Sunday
"Bengaluru, India",22-12-2013,Silver,Femaleood,Female,61665,2013,12,22,Sunday
"Ahmedabad, India",22-12-2013,Gold,Femaleood,M,188812,2013,12,22,Sunday
"Narayanpet, India",22-12-2013,Signature,Entertainment,Female,128118,2013,12,22,Sunday
"Tasgaon, India",22-12-2013,Silver,Femaleuel,M,111456,2013,12,22,Sunday
"Mehkar, India",22-12-2013,Platinum,Femaleuel,Female,243809,2013,12,22,Sunday
"Hyderabad, India",22-12-2013,Silver,Femaleood,M,231638,2013,12,22,Sunday
"Begusarai, India",22-12-2013,Platinum,Femaleuel,Female,99268,2013,12,22,Sunday
"Mokokchung, India",22-12-2013,Signature,Grocery,M,171827,2013,12,22,Sunday
"Pune, India",22-12-2013,Silver,Femaleood,Female,130466,2013,12,22,Sunday
"Kolkata, India",22-12-2013,Gold,Bills,M,172865,2013,12,22,Sunday
"Kanpur, India",22-12-2013,Silver,Entertainment,M,86358,2013,12,22,Sunday
"Chennai, India",22-12-2013,Gold,Femaleood,M,170154,2013,12,22,Sunday
"Lucknow, India",22-12-2013,Silver,Femaleood,Female,240855,2013,12,22,Sunday
"Kanpur, India",22-12-2013,Signature,Femaleuel,M,259526,2013,12,22,Sunday
"Chennai, India",22-12-2013,Platinum,Femaleood,Female,109870,2013,12,22,Sunday
"Kolkata, India",22-12-2013,Silver,Femaleood,M,80935,2013,12,22,Sunday
"Lucknow, India",22-12-2013,Silver,Femaleuel,Female,12798,2013,12,22,Sunday
"Jaipur, India",22-12-2013,Silver,Bills,Female,264193,2013,12,22,Sunday
"Surat, India",22-12-2013,Signature,Femaleuel,Female,278895,2013,12,22,Sunday
"Pune, India",22-12-2013,Signature,Travel,Female,59625,2013,12,22,Sunday
"Ahmedabad, India",21-12-2013,Signature,Bills,Female,402300,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Silver,Grocery,Female,289538,2013,12,21,Saturday
"Delhi, India",21-12-2013,Silver,Femaleuel,M,181534,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Platinum,Femaleuel,Female,128551,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Signature,Grocery,Female,81138,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Signature,Femaleuel,M,172238,2013,12,21,Saturday
"Greater Mumbai, India",21-12-2013,Platinum,Femaleood,M,208068,2013,12,21,Saturday
"Bengaluru, India",21-12-2013,Signature,Grocery,M,42867,2013,12,21,Saturday
"Bengaluru, India",21-12-2013,Platinum,Entertainment,M,199288,2013,12,21,Saturday
"Greater Mumbai, India",21-12-2013,Gold,Bills,Female,40116,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Signature,Femaleood,M,131453,2013,12,21,Saturday
"Greater Mumbai, India",21-12-2013,Platinum,Bills,Female,45125,2013,12,21,Saturday
"Greater Mumbai, India",21-12-2013,Gold,Entertainment,M,118163,2013,12,21,Saturday
"Delhi, India",21-12-2013,Signature,Femaleood,Female,257426,2013,12,21,Saturday
"Delhi, India",21-12-2013,Silver,Grocery,M,82076,2013,12,21,Saturday
"Bengaluru, India",21-12-2013,Gold,Femaleood,Female,36695,2013,12,21,Saturday
"Delhi, India",21-12-2013,Signature,Bills,M,113138,2013,12,21,Saturday
"Delhi, India",21-12-2013,Platinum,Entertainment,M,84245,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Platinum,Femaleuel,M,59300,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Gold,Entertainment,Female,293432,2013,12,21,Saturday
"Bengaluru, India",21-12-2013,Signature,Femaleuel,M,217234,2013,12,21,Saturday
"Delhi, India",21-12-2013,Silver,Femaleuel,M,269746,2013,12,21,Saturday
"Delhi, India",21-12-2013,Signature,Grocery,Female,169959,2013,12,21,Saturday
"Bengaluru, India",21-12-2013,Platinum,Grocery,Female,184552,2013,12,21,Saturday
"Bengaluru, India",21-12-2013,Silver,Bills,M,273212,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Gold,Femaleuel,Female,243742,2013,12,21,Saturday
"Ahmedabad, India",21-12-2013,Platinum,Entertainment,Female,111931,2013,12,21,Saturday
"Bengaluru, India",21-12-2013,Silver,Femaleuel,Female,166366,2013,12,21,Saturday
"Greater Mumbai, India",21-12-2013,Silver,Femaleuel,M,242509,2013,12,21,Saturday
"Delhi, India",21-12-2013,Gold,Femaleuel,Female,225423,2013,12,21,Saturday
"Greater Mumbai, India",21-12-2013,Platinum,Femaleuel,Female,247030,2013,12,21,Saturday
"Belagavi, India",21-12-2013,Signature,Bills,M,164586,2013,12,21,Saturday
"Pasan, India",21-12-2013,Silver,Entertainment,Female,47218,2013,12,21,Saturday
"Risod, India",21-12-2013,Platinum,Femaleuel,M,14360,2013,12,21,Saturday
"Shenkottai, India",21-12-2013,Gold,Entertainment,M,46992,2013,12,21,Saturday
"Ankleshwar, India",21-12-2013,Gold,Bills,M,87920,2013,12,21,Saturday
"Purulia, India",21-12-2013,Silver,Grocery,M,3795,2013,12,21,Saturday
"Ramanagaram, India",21-12-2013,Platinum,Bills,Female,71252,2013,12,21,Saturday
"Pasan, India",21-12-2013,Platinum,Grocery,Female,69694,2013,12,21,Saturday
"Phagwara, India",21-12-2013,Silver,Grocery,M,212791,2013,12,21,Saturday
"Nabarangapur, India",21-12-2013,Gold,Grocery,Female,92458,2013,12,21,Saturday
"Lunglei, India",21-12-2013,Silver,Entertainment,Female,273755,2013,12,21,Saturday
"Hajipur, India",21-12-2013,Signature,Bills,M,245750,2013,12,21,Saturday
"Arsikere, India",21-12-2013,Silver,Bills,M,256812,2013,12,21,Saturday
"Batala, India",21-12-2013,Platinum,Bills,Female,57374,2013,12,21,Saturday
"Kanpur, India",21-12-2013,Platinum,Grocery,M,228845,2013,12,21,Saturday
"Kolkata, India",21-12-2013,Gold,Femaleuel,M,57631,2013,12,21,Saturday
"Kanpur, India",21-12-2013,Gold,Entertainment,Female,104630,2013,12,21,Saturday
"Kanpur, India",21-12-2013,Platinum,Grocery,Female,118720,2013,12,21,Saturday
"Kanpur, India",21-12-2013,Gold,Entertainment,Female,68452,2013,12,21,Saturday
"Pune, India",21-12-2013,Signature,Entertainment,Female,279706,2013,12,21,Saturday
"Kanpur, India",21-12-2013,Silver,Grocery,Female,86580,2013,12,21,Saturday
"Pune, India",21-12-2013,Gold,Femaleuel,Female,177391,2013,12,21,Saturday
"Kanpur, India",21-12-2013,Silver,Femaleuel,M,97367,2013,12,21,Saturday
"Jaipur, India",21-12-2013,Silver,Grocery,M,216106,2013,12,21,Saturday
"Kolkata, India",21-12-2013,Silver,Femaleuel,Female,39410,2013,12,21,Saturday
"Chennai, India",21-12-2013,Silver,Entertainment,Female,277431,2013,12,21,Saturday
"Chennai, India",21-12-2013,Platinum,Travel,M,120974,2013,12,21,Saturday
"Pune, India",21-12-2013,Gold,Travel,Female,26728,2013,12,21,Saturday
"Chennai, India",21-12-2013,Platinum,Travel,M,258165,2013,12,21,Saturday
"Chennai, India",21-12-2013,Signature,Travel,Female,90550,2013,12,21,Saturday
"Ahmedabad, India",20-12-2013,Signature,Femaleood,Female,131847,2013,12,20,Friday
"Greater Mumbai, India",20-12-2013,Signature,Femaleood,Female,269712,2013,12,20,Friday
"Bengaluru, India",20-12-2013,Silver,Grocery,Female,241588,2013,12,20,Friday
"Bengaluru, India",20-12-2013,Silver,Entertainment,Female,196758,2013,12,20,Friday
"Greater Mumbai, India",20-12-2013,Silver,Femaleood,M,164375,2013,12,20,Friday
"Ahmedabad, India",20-12-2013,Platinum,Grocery,Female,70947,2013,12,20,Friday
"Greater Mumbai, India",20-12-2013,Gold,Femaleood,M,36465,2013,12,20,Friday
"Ahmedabad, India",20-12-2013,Signature,Femaleood,M,100310,2013,12,20,Friday
"Delhi, India",20-12-2013,Platinum,Grocery,Female,207347,2013,12,20,Friday
"Greater Mumbai, India",20-12-2013,Platinum,Femaleood,Female,87369,2013,12,20,Friday
"Greater Mumbai, India",20-12-2013,Silver,Femaleuel,Female,76917,2013,12,20,Friday
"Bengaluru, India",20-12-2013,Gold,Femaleood,M,237791,2013,12,20,Friday
"Delhi, India",20-12-2013,Signature,Bills,M,54640,2013,12,20,Friday
"Bengaluru, India",20-12-2013,Platinum,Entertainment,Female,93219,2013,12,20,Friday
"Bengaluru, India",20-12-2013,Signature,Bills,M,37073,2013,12,20,Friday
"Delhi, India",20-12-2013,Signature,Bills,M,84626,2013,12,20,Friday
"Bengaluru, India",20-12-2013,Gold,Femaleuel,M,172456,2013,12,20,Friday
"Greater Mumbai, India",20-12-2013,Signature,Femaleood,Female,293741,2013,12,20,Friday
"Bengaluru, India",20-12-2013,Platinum,Femaleuel,M,105095,2013,12,20,Friday
"Ahmedabad, India",20-12-2013,Signature,Entertainment,Female,63105,2013,12,20,Friday
"Byasanagar, India",20-12-2013,Signature,Femaleuel,M,23691,2013,12,20,Friday
"Umbergaon, India",20-12-2013,Silver,Entertainment,Female,147905,2013,12,20,Friday
"Goalpara, India",20-12-2013,Silver,Grocery,Female,185131,2013,12,20,Friday
"Medininagar (Daltonganj), India",20-12-2013,Signature,Grocery,M,287094,2013,12,20,Friday
"Pathri, India",20-12-2013,Signature,Entertainment,M,38260,2013,12,20,Friday
"Shahabad Rampur, India",20-12-2013,Platinum,Femaleuel,M,128475,2013,12,20,Friday
"Thiruvallur, India",20-12-2013,Silver,Grocery,M,67008,2013,12,20,Friday
"Savanur, India",20-12-2013,Platinum,Entertainment,M,205421,2013,12,20,Friday
"Aruppukkottai, India",20-12-2013,Gold,Femaleuel,M,65086,2013,12,20,Friday
"Jaipur, India",20-12-2013,Platinum,Femaleood,Female,275429,2013,12,20,Friday
"Lucknow, India",20-12-2013,Gold,Grocery,Female,149686,2013,12,20,Friday
"Kanpur, India",20-12-2013,Signature,Entertainment,Female,243339,2013,12,20,Friday
"Chennai, India",20-12-2013,Silver,Femaleuel,Female,175734,2013,12,20,Friday
"Kanpur, India",20-12-2013,Platinum,Entertainment,Female,15577,2013,12,20,Friday
"Pune, India",20-12-2013,Platinum,Travel,M,164492,2013,12,20,Friday
"Bengaluru, India",19-12-2013,Silver,Femaleood,Female,81511,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Platinum,Femaleood,Female,179096,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Platinum,Entertainment,M,57864,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Platinum,Femaleuel,M,168491,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Platinum,Bills,Female,213620,2013,12,19,Thursday
"Delhi, India",19-12-2013,Signature,Femaleuel,M,294302,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Silver,Grocery,Female,188587,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Silver,Grocery,Female,96350,2013,12,19,Thursday
"Delhi, India",19-12-2013,Silver,Entertainment,Female,113145,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Gold,Bills,Female,44121,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Signature,Femaleuel,M,118392,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Platinum,Femaleuel,M,265988,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Silver,Femaleood,Female,15694,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Platinum,Femaleood,M,213569,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Platinum,Femaleood,Female,262437,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Silver,Bills,Female,49377,2013,12,19,Thursday
"Delhi, India",19-12-2013,Silver,Entertainment,Female,166806,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Platinum,Grocery,M,5863,2013,12,19,Thursday
"Delhi, India",19-12-2013,Signature,Entertainment,Female,252155,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Platinum,Bills,M,173723,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Gold,Grocery,Female,238722,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Platinum,Grocery,M,260366,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Signature,Grocery,M,164874,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Gold,Femaleood,Female,133790,2013,12,19,Thursday
"Delhi, India",19-12-2013,Silver,Entertainment,Female,158542,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Gold,Bills,Female,102405,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Gold,Entertainment,Female,20973,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Gold,Femaleood,Female,228983,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Silver,Grocery,M,206770,2013,12,19,Thursday
"Delhi, India",19-12-2013,Gold,Entertainment,Female,105230,2013,12,19,Thursday
"Delhi, India",19-12-2013,Silver,Femaleuel,M,23271,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Platinum,Femaleood,M,25619,2013,12,19,Thursday
"Ahmedabad, India",19-12-2013,Silver,Bills,Female,237753,2013,12,19,Thursday
"Delhi, India",19-12-2013,Gold,Femaleuel,M,298784,2013,12,19,Thursday
"Bengaluru, India",19-12-2013,Signature,Bills,M,287553,2013,12,19,Thursday
"Greater Mumbai, India",19-12-2013,Signature,Femaleuel,Female,255295,2013,12,19,Thursday
"Delhi, India",19-12-2013,Platinum,Bills,M,31603,2013,12,19,Thursday
"Tilhar, India",19-12-2013,Gold,Femaleuel,M,292243,2013,12,19,Thursday
"Thoubal, India",19-12-2013,Platinum,Bills,M,3323,2013,12,19,Thursday
"Viramgam, India",19-12-2013,Platinum,Entertainment,Female,281212,2013,12,19,Thursday
"Mahalingapura, India",19-12-2013,Signature,Grocery,Female,43289,2013,12,19,Thursday
"Parlakhemundi, India",19-12-2013,Signature,Entertainment,M,81185,2013,12,19,Thursday
"Davanagere, India",19-12-2013,Signature,Femaleood,M,29302,2013,12,19,Thursday
"Sohna, India",19-12-2013,Platinum,Bills,Female,233499,2013,12,19,Thursday
"Jammu, India",19-12-2013,Gold,Entertainment,Female,248350,2013,12,19,Thursday
"Surat, India",19-12-2013,Silver,Grocery,M,280075,2013,12,19,Thursday
"Hyderabad, India",19-12-2013,Gold,Femaleuel,M,62830,2013,12,19,Thursday
"Jaipur, India",19-12-2013,Signature,Entertainment,M,225702,2013,12,19,Thursday
"Kanpur, India",19-12-2013,Gold,Grocery,Female,257854,2013,12,19,Thursday
"Surat, India",19-12-2013,Platinum,Femaleuel,M,254521,2013,12,19,Thursday
"Pune, India",19-12-2013,Silver,Femaleuel,Female,281157,2013,12,19,Thursday
"Lucknow, India",19-12-2013,Platinum,Bills,M,200573,2013,12,19,Thursday
"Kolkata, India",19-12-2013,Platinum,Travel,M,54388,2013,12,19,Thursday
"Chennai, India",19-12-2013,Silver,Travel,M,106481,2013,12,19,Thursday
"Jaipur, India",19-12-2013,Platinum,Travel,Female,256386,2013,12,19,Thursday
"Bengaluru, India",18-12-2013,Silver,Femaleood,Female,180193,2013,12,18,Wednesday
"Delhi, India",18-12-2013,Silver,Grocery,Female,262261,2013,12,18,Wednesday
"Greater Mumbai, India",18-12-2013,Silver,Bills,Female,171174,2013,12,18,Wednesday
"Delhi, India",18-12-2013,Signature,Grocery,Female,108361,2013,12,18,Wednesday
"Ahmedabad, India",18-12-2013,Silver,Femaleuel,Female,80139,2013,12,18,Wednesday
"Delhi, India",18-12-2013,Platinum,Bills,Female,26387,2013,12,18,Wednesday
"Ahmedabad, India",18-12-2013,Platinum,Grocery,Female,160168,2013,12,18,Wednesday
"Delhi, India",18-12-2013,Silver,Grocery,Female,146001,2013,12,18,Wednesday
"Bengaluru, India",18-12-2013,Platinum,Femaleood,M,289610,2013,12,18,Wednesday
"Bengaluru, India",18-12-2013,Signature,Bills,M,47271,2013,12,18,Wednesday
"Bengaluru, India",18-12-2013,Silver,Entertainment,M,185145,2013,12,18,Wednesday
"Bengaluru, India",18-12-2013,Silver,Femaleuel,M,275567,2013,12,18,Wednesday
"Greater Mumbai, India",18-12-2013,Silver,Grocery,M,103581,2013,12,18,Wednesday
"Ahmedabad, India",18-12-2013,Platinum,Entertainment,M,260229,2013,12,18,Wednesday
"Greater Mumbai, India",18-12-2013,Silver,Grocery,Female,83692,2013,12,18,Wednesday
"Ahmedabad, India",18-12-2013,Gold,Bills,M,150167,2013,12,18,Wednesday
"Delhi, India",18-12-2013,Platinum,Femaleuel,M,170892,2013,12,18,Wednesday
"Ahmedabad, India",18-12-2013,Platinum,Femaleood,Female,115963,2013,12,18,Wednesday
"Greater Mumbai, India",18-12-2013,Gold,Femaleuel,M,165323,2013,12,18,Wednesday
"Ahmedabad, India",18-12-2013,Platinum,Femaleood,Female,291033,2013,12,18,Wednesday
"Delhi, India",18-12-2013,Signature,Grocery,M,181924,2013,12,18,Wednesday
"Pavagada, India",18-12-2013,Signature,Femaleood,M,121351,2013,12,18,Wednesday
"Lakhisarai, India",18-12-2013,Silver,Entertainment,M,284535,2013,12,18,Wednesday
"Jammalamadugu, India",18-12-2013,Platinum,Bills,Female,112069,2013,12,18,Wednesday
"Ambejogai, India",18-12-2013,Signature,Femaleood,Female,259506,2013,12,18,Wednesday
"Nagari, India",18-12-2013,Signature,Femaleood,M,278831,2013,12,18,Wednesday
"Silchar, India",18-12-2013,Platinum,Femaleood,M,10288,2013,12,18,Wednesday
"Modasa, India",18-12-2013,Silver,Femaleood,M,25879,2013,12,18,Wednesday
"Nandurbar, India",18-12-2013,Signature,Bills,Female,295111,2013,12,18,Wednesday
"Kolkata, India",18-12-2013,Platinum,Entertainment,M,138444,2013,12,18,Wednesday
"Surat, India",18-12-2013,Gold,Femaleuel,M,7156,2013,12,18,Wednesday
"Lucknow, India",18-12-2013,Silver,Entertainment,M,210163,2013,12,18,Wednesday
"Pune, India",18-12-2013,Silver,Bills,Female,92897,2013,12,18,Wednesday
"Pune, India",18-12-2013,Silver,Femaleuel,M,247664,2013,12,18,Wednesday
"Jaipur, India",18-12-2013,Silver,Femaleuel,Female,181296,2013,12,18,Wednesday
"Pune, India",18-12-2013,Signature,Grocery,M,210234,2013,12,18,Wednesday
"Hyderabad, India",18-12-2013,Silver,Entertainment,Female,228087,2013,12,18,Wednesday
"Chennai, India",18-12-2013,Signature,Femaleood,M,85052,2013,12,18,Wednesday
"Surat, India",18-12-2013,Platinum,Entertainment,Female,201407,2013,12,18,Wednesday
"Hyderabad, India",18-12-2013,Signature,Travel,Female,7743,2013,12,18,Wednesday
"Delhi, India",17-12-2013,Platinum,Bills,Female,52788,2013,12,17,Tuesday
"Ahmedabad, India",17-12-2013,Gold,Grocery,Female,207658,2013,12,17,Tuesday
"Delhi, India",17-12-2013,Signature,Bills,M,299516,2013,12,17,Tuesday
"Ahmedabad, India",17-12-2013,Silver,Femaleuel,M,135177,2013,12,17,Tuesday
"Bengaluru, India",17-12-2013,Silver,Grocery,M,237114,2013,12,17,Tuesday
"Ahmedabad, India",17-12-2013,Gold,Bills,M,3386,2013,12,17,Tuesday
"Ahmedabad, India",17-12-2013,Signature,Grocery,Female,11689,2013,12,17,Tuesday
"Ahmedabad, India",17-12-2013,Signature,Bills,M,36619,2013,12,17,Tuesday
"Greater Mumbai, India",17-12-2013,Platinum,Grocery,Female,108277,2013,12,17,Tuesday
"Greater Mumbai, India",17-12-2013,Platinum,Femaleuel,M,206887,2013,12,17,Tuesday
"Greater Mumbai, India",17-12-2013,Platinum,Bills,M,41380,2013,12,17,Tuesday
"Greater Mumbai, India",17-12-2013,Gold,Grocery,M,205350,2013,12,17,Tuesday
"Ahmedabad, India",17-12-2013,Silver,Femaleood,M,247605,2013,12,17,Tuesday
"Bengaluru, India",17-12-2013,Signature,Grocery,M,179188,2013,12,17,Tuesday
"Ahmedabad, India",17-12-2013,Silver,Entertainment,M,296183,2013,12,17,Tuesday
"MuzaFemaleFemalearpur, India",17-12-2013,Signature,Bills,Female,218014,2013,12,17,Tuesday
"Cherthala, India",17-12-2013,Platinum,Femaleood,M,169669,2013,12,17,Tuesday
"Akola, India",17-12-2013,Signature,Bills,Female,53633,2013,12,17,Tuesday
"Tharad, India",17-12-2013,Signature,Bills,M,181088,2013,12,17,Tuesday
"Pudukkottai, India",17-12-2013,Platinum,Femaleood,Female,223343,2013,12,17,Tuesday
"Karimganj, India",17-12-2013,Signature,Entertainment,M,116075,2013,12,17,Tuesday
"Malur, India",17-12-2013,Platinum,Grocery,Female,72206,2013,12,17,Tuesday
"Panvel, India",17-12-2013,Silver,Bills,M,262749,2013,12,17,Tuesday
"Patratu, India",17-12-2013,Platinum,Femaleuel,Female,16492,2013,12,17,Tuesday
"Sohna, India",17-12-2013,Gold,Femaleood,Female,227511,2013,12,17,Tuesday
"Bhadrachalam, India",17-12-2013,Platinum,Grocery,M,255926,2013,12,17,Tuesday
"Wokha, India",17-12-2013,Gold,Femaleood,M,172193,2013,12,17,Tuesday
"Pratapgarh, India",17-12-2013,Signature,Grocery,M,282812,2013,12,17,Tuesday
"Wanaparthy, India",17-12-2013,Signature,Femaleuel,M,54813,2013,12,17,Tuesday
"Kanpur, India",17-12-2013,Platinum,Femaleuel,Female,253552,2013,12,17,Tuesday
"Kolkata, India",17-12-2013,Platinum,Bills,M,213406,2013,12,17,Tuesday
"Pune, India",17-12-2013,Signature,Femaleuel,M,38394,2013,12,17,Tuesday
"Surat, India",17-12-2013,Signature,Entertainment,M,183190,2013,12,17,Tuesday
"Kanpur, India",17-12-2013,Silver,Femaleuel,Female,6821,2013,12,17,Tuesday
"Pune, India",17-12-2013,Signature,Femaleood,M,207785,2013,12,17,Tuesday
"Chennai, India",17-12-2013,Platinum,Bills,Female,126439,2013,12,17,Tuesday
"Lucknow, India",17-12-2013,Silver,Bills,M,279686,2013,12,17,Tuesday
"Chennai, India",17-12-2013,Platinum,Grocery,M,251472,2013,12,17,Tuesday
"Surat, India",17-12-2013,Platinum,Grocery,Female,154052,2013,12,17,Tuesday
"Jaipur, India",17-12-2013,Gold,Grocery,Female,139120,2013,12,17,Tuesday
"Bengaluru, India",16-12-2013,Silver,Femaleood,Female,225662,2013,12,16,Monday
"Delhi, India",16-12-2013,Gold,Femaleuel,M,51216,2013,12,16,Monday
"Delhi, India",16-12-2013,Gold,Femaleood,Female,41669,2013,12,16,Monday
"Ahmedabad, India",16-12-2013,Silver,Femaleood,Female,75866,2013,12,16,Monday
"Ahmedabad, India",16-12-2013,Silver,Femaleuel,M,60266,2013,12,16,Monday
"Greater Mumbai, India",16-12-2013,Signature,Bills,Female,76214,2013,12,16,Monday
"Delhi, India",16-12-2013,Signature,Femaleuel,M,136713,2013,12,16,Monday
"Greater Mumbai, India",16-12-2013,Signature,Bills,Female,293727,2013,12,16,Monday
"Delhi, India",16-12-2013,Signature,Bills,M,153714,2013,12,16,Monday
"Delhi, India",16-12-2013,Signature,Grocery,M,113255,2013,12,16,Monday
"Bengaluru, India",16-12-2013,Gold,Femaleood,M,124030,2013,12,16,Monday
"Bengaluru, India",16-12-2013,Silver,Bills,Female,31281,2013,12,16,Monday
"Delhi, India",16-12-2013,Silver,Grocery,Female,291176,2013,12,16,Monday
"Gokak, India",16-12-2013,Silver,Femaleood,Female,257987,2013,12,16,Monday
"Shirdi, India",16-12-2013,Gold,Femaleuel,Female,223706,2013,12,16,Monday
"Varkala, India",16-12-2013,Platinum,Bills,Female,153033,2013,12,16,Monday
"Phaltan, India",16-12-2013,Signature,Femaleood,Female,231048,2013,12,16,Monday
"Wadhwan, India",16-12-2013,Platinum,Femaleuel,Female,45760,2013,12,16,Monday
"Pandharpur, India",16-12-2013,Signature,Grocery,Female,36445,2013,12,16,Monday
"Mandvi, India",16-12-2013,Signature,Entertainment,Female,177478,2013,12,16,Monday
"Nehtaur, India",16-12-2013,Gold,Entertainment,M,62613,2013,12,16,Monday
"Kalyan-Dombivali, India",16-12-2013,Gold,Femaleuel,Female,220656,2013,12,16,Monday
"Unjha, India",16-12-2013,Signature,Femaleuel,M,94024,2013,12,16,Monday
"Ranebennuru, India",16-12-2013,Silver,Femaleood,M,194570,2013,12,16,Monday
"Supaul, India",16-12-2013,Gold,Bills,M,20056,2013,12,16,Monday
"Lingsugur, India",16-12-2013,Signature,Femaleood,Female,13436,2013,12,16,Monday
"Uthamapalayam, India",16-12-2013,Silver,Entertainment,Female,4030,2013,12,16,Monday
"Taki, India",16-12-2013,Gold,Entertainment,M,199043,2013,12,16,Monday
"Lucknow, India",16-12-2013,Silver,Femaleuel,Female,258779,2013,12,16,Monday
"Chennai, India",16-12-2013,Platinum,Femaleood,Female,285527,2013,12,16,Monday
"Chennai, India",16-12-2013,Signature,Bills,Female,256018,2013,12,16,Monday
"Lucknow, India",16-12-2013,Gold,Grocery,Female,269507,2013,12,16,Monday
"Hyderabad, India",16-12-2013,Silver,Femaleood,Female,26517,2013,12,16,Monday
"Kolkata, India",16-12-2013,Silver,Femaleuel,Female,14780,2013,12,16,Monday
"Greater Mumbai, India",15-12-2013,Silver,Bills,Female,239819,2013,12,15,Sunday
"Bengaluru, India",15-12-2013,Signature,Femaleuel,M,31004,2013,12,15,Sunday
"Bengaluru, India",15-12-2013,Gold,Bills,M,207537,2013,12,15,Sunday
"Ahmedabad, India",15-12-2013,Gold,Femaleuel,Female,296794,2013,12,15,Sunday
"Bengaluru, India",15-12-2013,Silver,Grocery,Female,72078,2013,12,15,Sunday
"Greater Mumbai, India",15-12-2013,Platinum,Bills,M,24771,2013,12,15,Sunday
"Delhi, India",15-12-2013,Gold,Femaleuel,M,73518,2013,12,15,Sunday
"Greater Mumbai, India",15-12-2013,Platinum,Grocery,M,121031,2013,12,15,Sunday
